Titolo,Review,X,0,1,2,3,4,5,6,7,8,9
Tactical Intervention,"I honestly think that if the devs were to retitle this game as 'Hollywood Car Chase Simulator 2014', this game would sell like hotcakes. Dead serious.  Anyway, let's get on to the actual review: Tactical Intervention is an FPS that is quite ironically the least tactical game you will ever play. But does that make it bad? Of course not. Tactical Intervention has quite a few charm points, which I genuinely think you should try out at least once.  THE GOOD:  As stated in the title, Tactical Intervention features a car chase game mode, in which the Terrorist team is given 1-3 cars to chase after a Counter-Terrorist VIP, who is also in a car. The mode is hilariously glitchy, but in an incredibly fun way, as referenced by STAR_ in his 'Tactical Intervention 1.6' video. Another thing I genuinely appreciate from the dev team is their attention towards the playerbase. A lot of people (myself included) complained about the recoil system in that it was too spazzy (your screen would literally shake up and down frantically as you fired). Within a month, they fixed the recoil system, so shoutout to FIX Korea for their totally bro devs! The guns in this game are something which I feel more game devs should take note of. All of the guns are very well balanced (with 1 or 2 outliers, but you can't be perfect), and each have a role- Sniper/Marksman Rifles are for Long Range, Assault Rifles are for Mid Range, SMGs are for Close Range, and Shotguns are for Point Blank. The guns have a customization system, allow you to purchase silencers, optics, compensators, flashlights, and weapon camos. Oh, and did I mention that this game does a great job of the whole F2P thing? The in game economy is similar to TF2, in that the only cash-only items in the game are character models and weapon skins.  THE BAD:  You probably only heard of Tactical Intervention because you clicked on the 'Free-To-Play' section in the Steam Store. Well, that's another problem with TI. The playerbase is very, very, very small. The number of concurrent players is literally smaller than the entire population of Vatican City. Go ahead and take a moment to Google that if you wish. It's not uncommon to meet the exact same people day after day, and that means that if you happen to come upon a toxic player, guess what? You're probably gonna see them again before the day's over. I did say that most of the weapons in TI are well balanced, but there are some outliers. And quite frankly, those outliers are really damn powerful. The AS50, a semi-automatic .50 caliber anti-material rifle, has the ability to kill a player in one shot- yes, you read that correctly- to ANY part of the body (unless you buy armor, but most people don't know about the existence of armor). Sure, it has a ton of scope sway to compensate, but you can noscope with it very easily, making it a threat in CQC. Another unbalanced weapon is the M4 STAR 10, known commonly as the M4 Super 90. The Super 90 is a 12 guage, semi-automatic shotgun with a very high rate of fire, and an uncomfortably long range. Its running accuracy is damn high, too, meaning that you can literally bumrush a group of people face first, and probably kill them. All of them. What makes it worse is that all the guns in the game can be bought with IGC (in game currency), so your average noob can buy a Super 90 literally the moment he boots up the game (all players start with $50000, just enough to buy a Super 90)  THE UGLY:  As mentioned in the Bad section, the playerbase is very small. And I really don't mean to make fun of anyone by saying this, but 90% of players literally have no clue what they're doing. Like, if you go into an S&amp;D server, you'll see people shooting at the bomb. Even if you tell them to hold down F. Which is another problem with the game- since its F2P, the vast majority of players are from BRIC (Brazil/India/Russia/China), or some equally foreign country like Poland or Peru. I don't know if it's out of ignorance or hatred or both, but pretty much no one speaks English, and some people will even go as far as to make fun of you for doing so. Which is ironic, since everyone plays on the AMERICAN servers. Speaking of servers, why do the non-americans play on American servers, and then complain about all the lag?!?! Like, go into your average lobby, and I guarantee at least 80% of the pings will be above 100.  CONCLUSION:  Don't take the game too seriously (or seriously at all, for that matter), and you'll be just fine. TI is a nice game to blow off some steam, but just like Quake, it's a minimalistic game, meaning there's no unlockables or anything like that, so don't be surprised if you quickly decide that you're bored of the game.  6/10",x,0,0,0,2,0,3,0,0,3,0
Tales from the Borderlands,"  I came into this game expecting it to be like Sam and Max, Monkey Island, etc. A strong puzzle/adventure title with a lot of humour and messing around. And what I got was...something else.  Don't approach this expecting to challange your mind, shoot up some badies, get phat loot and enjoy a bit of story. Approach this like a 12-14 hour box set of a TV show. The interaction is fairly limited, but enough to keep you engaged. You have Quick Time Events, where if you fail them something else (generally not benifical) will generally happen but you don't always die. You have point and click elements where you control a person trying to shoot something quickly. You have dialogue choices, lots and lots of them. And you've got small sections where you have I guess a puzzle? It comes more down to slowly navigating the world, clicking on stuff and amusing yourself with the dialogue.  The story is great. Really really great. It has pathos, it has humour, it has great set pieces and intresting looks at characters. A lot of characters from Borderlands One, Two, The Pre-Sequal and other Borderlands media appear, and it is intresting seeing them from another angle. People caught up in their mayhem or dealing with the after effects of the Vaults.   Also, I don't think I can go any further without mentioning the music. Each episode starts with a playable cutscene that turns into the title. Each one has fantastic music and is one of the best bits of each game. And because it is a bit of a struggle to find on youtube due to copyright claims, the song in Episode Five is Retrograde by James Blake. You can find live versions quite easily, but there doesn't seem to be any studio versions. Spotify has it though.",x,2,0,0,0,0,0,0,0,2,0
Terraria,"SOOOO ADDICTING, I LOVE THIS GAME. It has so much diversity, it'll make your head spin (in the best way, of course). It is at such a cheap price, I got this game for $2 on a daily sale.The only thing that I had a problem with was connecting to a multiplayer server with your friend. You need to put in the host's IP address and go through a whole process, it's very inconvenient. Other than that, this game is awesome. I give it 4.5/5 stars. It would have received 5/5 if it weren't for the multiplayer inconvenience.",x,0,0,0,0,0,3,0,0,0,0
Terraria,"Exciting game with loads of content. It's challenging at the start but once you figure it out, you can create nearly anything you can think of, including a teleportation system later in the game.",x,0,0,0,0,0,0,0,3,0,0
Terraria,"If you're into one of those games that you can play for literal hours on end, then Terraria is the game for you. All aspects of the game are balanced nicely and the progression is neither too slow nor too quick. Grinding for a single item can prove very tedious, so as to advocate adventuring and not expecting what you'll find next. It has many interesting items and unique mobs/bosses, and the game always has something fun yet challenging to through at you. Awesome game, no doubt about it.",x,0,0,0,0,0,0,0,0,0,0
The Binding of Isaac,"Addicting and challenging game, I don't recommend this for the easily tempered! Lack of life can be a real challenge... Haven't managed to kill the mother yet! If that even happens o.o",x,0,1,0,0,0,0,0,3,0,0
The Binding of Isaac: Rebirth,"Oh wow, I forgot I never wrote a review for this game.  Initially I'd say I like this game a lot, and in all honesty it has more of what you would enjoy from the first binding of Isaac, but there are some issues that just really seem to kill it for me.    One of the issues is the new soundtrack which just feels flat compared to the original. In the original soundtrack, it gave you an atmosphere that really made you feel more involved in the game despite it being about a naked baby shooting tears at poop all day. In the new soundtrack, it's just simple music which works for any rogue like, but isn't something all too interesting or memorable for that matter. I found myself later turning the music off when playing the lost mode.   My other issue with the game is enemy variety. Though the variety is pretty colorful, you'll find yourself getting bored to tears in the basement dealing with the million fly and spider variants which feels like a cheap way to add variety. Oh and if you are playing the lost mode, it will drive you nuts to know your progress was cut short just cause you overlooked the black fly that blended into a crack in the ground.   My third issue that kinda hurts the model of this game for me is the large rooms that were added in rebirth. I like the idea of experimenting with new layouts and such, but when the large room isn't a puzzle room, it's usually just bloated with enemies. Most of those enemies being flies, so you spend an unnecessary amount of time taking out easy enemies which just tests your patients more than your skill. This is even worse in the lost mode, or when you are trying to do a time attack.   My final issue though is the attempts the developers took enforce balance especially for hard mode. Typically in a game, you don't want broken features that make your game too easy, but in a rogue like, I think that is a valid exception since luck is such a necessary factor for any of those things to happen. Unfortunately rebirth won't hesitate to escalate difficulty dramatically whenever you get a powerful weapon especially if it's early in the game as a means to balance the difficulty. Strangest part though, is the fact that really difficult bosses like the haunt, and Dingle will still be featured in the basement. Overall, I just feel the balance is a double standard where you will be penalized for improving too fast while the game can still have a hay day throwing wild cards at you without any penalty. I never ran into an issue like this in the original binding of Isaac and it held up as a fun and memorable challenge so I'm disappointed that this game doesn't feature the same experience.  Overall, I'd say it's still a good buy if it's on sale, but I'd just suggest playing the original.",x,1,0,0,0,0,0,0,2,1,0
The Blackwell Legacy,"tl;dr: If you're a fan of the old LucasArts games circa 1990, this is for you.  This is the first in a surprisingly polished series of retro adventure games that capture the spirit (no pun intended) of the old Ron Gilbert-Tim Shafer LucasArts adventure games. They aren't quite as witty as those, but the puzzles are good and the gameplay is fun. This isn't the best game of the series, but it should be played first, because it sets up the premise that carries over into all the games that follow. In fact, the entire series is best played in order because there are references in later games to the events of this and Blackwell Unbound, the second game. The lead characters, a reluctant young medium and her ghostly spirit guide, give the game much of its charm, and the voice acting is on a professional level. (Be sure to watch the end credits to see the people you've spent the game listening to.)  If you've been itching for a game in the classic style, this game and the ones that follow will scratch that itch. I've played up through game four and the experience has been rewarding. I've bought game four without waiting for the price to drop and I plan to start playing it tonight. Apparently it's the grand finale that will reveal those parts of the backstory that we don't get in the first four games. I can't wait. (And the 33.6 hours that Steam claims I spent playing were mostly from those times I was working in a different window while the game waited for me to come back.) There are occasional crashes but the game autosaves, so you don't lose much.  9/10 - Well worth playing if you're into this sort of game. If you're more into action games, stay away (not that I don't enjoy those too).",x,0,0,0,0,0,0,0,0,0,0
The Book of Legends,"Terribly executed even for a RPGMaker game. Your main character is literally invincible - whenever he gets low on life, he automatically heals. No challenge, no fun. Terrible terrible game.",x,0,0,0,0,0,0,0,0,0,0
The Ship,"After finding this game on sale through Steam for four bucks, the decision to pick it up (along with two free gift copies) was a no-brainer. It’s a bit like “Clue” in that the mysterious Mr. X has invited a bunch of people to embark on a cruise…but things get ugly when you learn that cash is rewarded to people who manage to murder their targets. Guards and cameras exist to keep people from going homicidal, as well as a full-fledged jail for anyone caught breaking the rules. On top of being sneaky, you’ll have needs to meet like in “The Sims”…thirst, social, that kind of thing.   The game does support AI…in fact the game comes with three different game modes: Tutorial, Single Player, and Multiplayer. It’s best to try out the tutorial first, followed by the single player. Once you manage to get past those, you’ll find that there are a few in-game modes available: Hunt and Elimination. Hunt uses a timer to mark the length of rounds while rounds in elimination ends with the last person standing. It takes getting used to, but overall I found it to be a lot of fun.   https://www.youtube.com/watch?v=zq8gtDhuHyI",x,0,1,0,0,0,3,0,0,0,0
The Talos Principle,"In general, Talos Principle is a very-very good puzzle game, which is a little more difficult than usual.  On the other hand, this is not what happens with the extra challenges, which are... extremely difficult...!!!  If you buy this game and try to complete 100% of it, you will never succeed this without the help of YouTube (thank God, there are good walkthrough videos there) unless you are one of the developers or the reincarnation of Albert Eienstein. So, if you buy this game, you should try to solve only, as many puzzles as you can and then, you will enjoy it as mush as i did (it happened, when i finally realised, that i am not the reincarnation of Albert Eienstein... too sad...)  Comparison with Portal If you try to compare Portal with Talos Principle, Portal wins by far, in my opinion, because its puzzles were more balanced, its support characters where more funny and finally, the plot was giving you a standard goal from the beginning of the game, making it more interesting than a continuous puzzle solving.  Verdict Is Talos Principle a Good Game then? Definitely yes.  If you liked Portal games, or if you want a puzzle game that will challenge you to your limits, you should give Talos Principle a try and maybe, you will love it as much as Portal.... Or more...",x,0,0,0,0,0,0,0,3,0,0
The Walking Dead: Season Two,"Well after following the ending off season 1, and what an ending it was, I couldn't imagine walking dead season two to ever get anywhere near it let alone surpass it. From what I have seen this season alot of people have complained about that illusion of choice and that your choices never matter, well after completing the season I can tell you they matter a whole lot. Spoiler teritory here so don't do your self the diservice of reading ahead before playing, to wrap it up without spoilers this game was an emotional rollacoster that started you off going down about 100 feet in sadness and maybe up 20 then down a couple thousand. Might sound bad to have a sad game but the happy moments you get along the way where everything is at peace ( or at least as much as it can be in a zombie apocalypse) really felt special and I will definatly be preording season 3 as I did season 2.   SPOILER ALERT.  Well the ending for this season has from what I know somewhere around 5+ different endings. All ranging from different people you are with the way you got there or hell a different side of the country. In my natural state of Kenny is my home boy, I had sided with him since episode one screamed like a little girl when he came back and my God did this game try to make me want to kill him the last two episodes. In the end Kenny is derailed as a man who loses so much is, and has a beacon of hope which is this child, now when an equally great character comes along talks trash about his family, his mental state, and then to prove a point makes him believe she killed the baby without any reason other than ......, I understood why he might of started beating on her, now he got his fair share back , the only problem I had with this scene, not to sound like I wanted to beat a women but the options are all to hit Kenny or trip Kenny, or to shoot Kenny, none for Jane, but in the end Kenny gets the upperhand after having his stomach cut open and is ready to plunge the knife into Jane, playing as Clem you have the choice to shoot Kenny or to look away, after comtemplating it in what little time it gives you I sided with Kenny so Jne died, Kenny reasons with me about how he will never hurt me and I believed him, we later find the baby and he realises his rage was misplaced as she tricked him, anyway before the finding of the child and after the death of Jane you have the choice to shoot Kenny while he is down, now I just hope ( doubt it ) but hope they give the same choice for Jane because my God it was just hurt him, go on do it, beat on Kenny, which I wasn't going to do. Anyway the final choice for this season was to enter Wellington the fabeled land which is pretty great, with the baby and abonded Kenny, which he advocates for or leave with him. After a couple minutes of a teary speech between Clem, Kenny and me in tears ( totally not a wuss haha ) I had to leave Wellington, the safest place in the zombie apocalypse in my mind is with friends which Kenny proved to be with Lee and Clem on multiple occasions, so I ended this season again in tears walking away with Kenny and a baby. I would give this game the arbitrary rating of 10/10. As a series after this I have to say I prefer it to fallout, as a game fallout is still a better standalone, just haha. Might I also add this series has the worst death I have ever seen, and by that I mean bottom of the list as far as wanting to die a certain way, much rather get torn apart by zombies than what happened to my bro ;(",x,0,2,0,0,0,0,0,0,3,3
The Witcher Adventure Game,"Essentially, this is a board game RPG based on The Witcher series of games, utilizing cards and dice to determine outcomes. The implementation is fairly simple to understand, particularly since you can play a game without any opponents. This allows one to get a feel for the game goals, mechanics, and character abilities. Overall, it is a fairly simple game, but for the price, is a unique game implementation.  Playing against the AI tends to get old quickly, but this is a great game to play with one's children if one is an older gamer with children such as myself. The rules are relatively easy to understand, and the implementation of cards can be a useful tool to help children with their reading abilities. The game encourages them to think ahead, and consider the probable outcomes. Playing alone gets old, but given the price and nature of the game, I highly recommend it as a 'family game' to play with the kids.",x,0,0,0,0,3,0,0,0,0,0
They Breathe,"What's the most impressive about They Breathe is the way they managed to make it feel. The horror of the game isn't like that of a 3D horror, where the sound and visual deception plays a huge role. In this wonderful and nervetwisting game, you feel the horror through the gameplay itself. You play as a small frog, who dives into the depths of what seems to be a submerged forest, and as you progress down into the darkness, you'll progressivly start feeling both horrifed, utterly helpless and you'll struggle to maintain your cool as you swim to uncover what is really going on. It's a short game, and it's an outstanding game you'll get for only 2 euros. It's worth every minute of it.",x,0,3,0,0,0,0,0,0,0,0
Tomb Raider,"This game, has an amazing story, every sec i've played this game was facinating. The game offers you alot of challenges, gives you a great adventure and teaching you some lessons in life (Roth), i had a great time playing this game, this game has also a great multi player! im recommending you all to play this!!",x,0,0,0,0,0,3,0,3,0,0
Tomb Raider,"I've got faith in you... you're a Croft, after all.' Tomb Raider 2013 can be seen as a reboot of the Tomb Raider franchise. Yes, it is connected to the earlier games in so far as it is a prequel, or an origin-story so to speak - BUT, the Lara Croft we get to know in this one does differ from the slightly insane adult Lara with a serious disregard for endangered species. This Lara is so far just a young archeologist in pursuit of a legend surrounding an ancient Japanese city far out on the ocean. She and her group of politically correct friends set out on a journey to find said place and, of course, end up in the ♥♥♥♥♥♥♥ when a storm hit their boat and they're scrambled round the island trying to survive. Now of course this also does not prove to be an easy task with a bunch of cultists on the island with little regard to anyone else's lives.  While you do get Lara to constantly doubt herself when everyone keeps telling her 'You can do it!', she is not exactly alien to the concept of climbing up really high and dangerous places or, in fact, shooting people in the face with guns, arrows or even chopping them up with an axe. The only thing that seemed out of place to me was this whole 'Lara's still innocent and only does this sh*t to survive'-business this game keeps trying to sell. If you can look past that though and just accept that Lara is a little bit more of a badass than she wants us to believe she is then Tomb Raider 2013 still makes for a pretty good game. The running and climbing is smooth enough and the gunfights are fun, though it hurts that many of them are just setpieces set to take place when you reach a certain spot. They are still entertaining, though, and often allow you to make use ot the environment somehow. Stealth can also be used in some parts of the game, it is just a shame that the mentioned setpiece battles cannot be solved through that. Another shame is the frequency of things being introduced to you and then forgotten forever. The game starts out pretty realistically, with Lara struggling to find some food and shelter, but after her first deer she never seems to go hungry again, so the hunting-aspect is as obsolete as it is in Assassin's Creed III. You can still hunt for XP to spend on some abilities, as well as find scrap-boxes to improve your weapons with, but you get plenty and more from just playing the game as it is, from dead enemies and such.  Apart from these few flaws, the game is still worth playing. The landscapes are absolutely gorgeous and the characters (maybe apart from Lara herself) are pretty well characterised and believable. Stunning visuals and a fair deal of optional exploring (you actually get to Raid some Tombs in this game, figure that) is what you will get with Tomb Raider. I should mention that I played this with an XBox controller for best experience.",x,0,0,0,0,0,0,0,0,0,0
Total War: ATTILA,"UPDATED REVIEW FROM TOTAL WAR FAN PLAYED EVERY TOTAL WAR 4k hours in totalwar   Anything less then legendary is easy way to ♥♥♥♥♥ easy… but legendary Is just stupid this time around. Cons -No workshop until their done milking. -few factions- (expect 60+ $ atleast in dlc for just ♥♥♥♥ copy paste factions.. 2 dlc in the first week of release lol) -Limmited Diversity- hardly anything to recruit in factions (some seem like copies iv seen way better workshop factions from rome 2). -Battle Ai Builds seige but doesnt know how to use it. -CAMPAIGN AI- is the worst and super annoying (they will raid and run over and over maybe 1 out of 15 attackers will actually capture factions hardly change on the map except for rising rebels and razed settlements. Raiding will destroy your economy even if it is a pointless settlement it will criple ur game) -Reblions- public approval is the worst its ever been killing rebelions will do nothing for approval, and they will rise next turn again. making it impossible to leave ur base. -Turns are long ai hardly expands. -Should be called total war: horse archer horde Because thats all they build. This kills open feild battles even when u have horses they will kite the ♥♥♥ out of your army.  Pros -Ui is much better and makes it hard to go back to other total wars because it is done so well.(very good family tree) -Razing is fun and does change the map/gameplay. -Migrations are fun running razing and camping bring fresh breath into totalwar. -Faction leaders with way better skill trees and custom skins  -battle and campaign map LOAD MUCH FASTER.(tunrs are still long as ♥♥♥♥)  I have played every total war since i was a child(i have bought/played every single one with full dlc) my favorite being shogun 2/ and medival first one, and empires was also great.  TEAMS AND ROSTERS 3/5   There are very few teams (for the money) even with the vikinings The majority of the teams are copies of eachother and differ by maybe 1 or 2 units. example The viking forefathers have about 2 different units then the barbarian raiders and thats just in name.  rome/sansannids/huns have the biggest unit rosters, but they are not at all impressive. Want to be Britains tribes? Like in rome 2 where they had a ♥♥♥♥ ton of units? Ya you can’t be them, and all their units are roman units… they forgot to copy and paste the code im sure it will be a (7.99)dlc  AI CAMPAIGN 3/5   Nothing new here. Rasing settlements is the only thing that seems to be somewhat satisfying and its because of the AI.The ai is more annoying then ever. They never once took a city after 5 hours(only rebelions would AND your cities will rebel more then any previous total war before it. During the game the AI will spam units faster then you ever could (this is on hard to legendary difficulty) and the ai will declare war on you for litterly no reason (some times 4 of them at a time but this is also like almost all the total wars on hard to legendary difficulty).  Here is the new, the AI will spend the entire time just raiding your bases and then running away and coming back. If you dont chase them down, they will repeat this over and over which can get very frustrating chasing them for 10-20 turns. So instead of chasing them you end up razing your own towns just to be rid of the annoyance of the annoying ai. Also now teams do not die when u take their provinces they run into a secluded area and mass a horde until u kill them THIS IS ALSO VERY ANNOYING the rebelions will do this to they will sit out side your base and mass and mass and when u go to kill them they will runaway always being just out of reach.   AI BATTLE 3/5  The ai is SLIGHTLY and if not at all better during battles they do BUILD seige equiptment (atlast!) but are incappable of using it example: AFTER 11 turns of me being seiged they finally attacked out numbering me 4-1 mind u and still took 11 turns to attack.(i was, of course, excited to defend against such a force) My gates at the start of the battle were already broken for reasons unknown(probably an agent) yet they used ladders to get on the walls and the rest of their seige equipment stood still, they then abandoned the equipment and slammed as many forces through the gate as possible(this is after the gate was already broken, and they felt the need to take 10 minutes to get the ladders up) During non seige battles its the same except they use much more horse range lots of catapults.  UI  3/5  The ui has been changed and is much better then rome 2. The unit pictures are 3d representations of the units. They do have alot more notifications the hud is full of everything you will ever need to know which is great also the family tree is wonderfull.  Fraction leaders  4/5  The leaders are great they have 3 item slots( u dont pick up items they just randomly happen, and they do not change the look of you leader). Finally the skills arent just absolutely terrible like in rome 2. Great little skill tree. With that said it doesnt, even compare with shogun 2 hero trees.   Polotics  3/5  With the new ui political monitoring is easier and more neat. Just like in rome 2 you will have random events example: there is an earthquake should speal blood? Sacrifice a bull? Or ask a priestess? just like in the first one even if u choose right the affect is minor. And you will get annoyed of the spam of people trying to marrior your daughter and if you deny them they take away 20 gratitas(in rome it was adoption and took money to stop thank god that is somewhat over with happens very rarely now) and if u let them u get closer to civil war. It is exactly like rome 2 kind of meaningless. Diplomacy is the same to nothing new depending on the difficulty level of the campaign diplomacy will either be way to easy or impossible. On legendary as soon as one fraction declares war they all do again this is the same as most total wars.  Final thoughts  3/5  This expansion is not worth 45$ unless u truely love total war Hence why i bought it. If you are looking for some great fractions and new content u will be somewhat dissapointed. This game feels forced like they ran out of ideas and instead of making something new they decided to mod rome 2 and pretend it was a new game with fancy UI changes. Die heart fans will get a bittersweet taste.(bitter because of the half ♥♥♥ job done and sweet because of the for love total war.) For those of you looking for game changers, this is not one despite the new optition to horde which is ok but does not have a lasting quality about it.This is my first total war i give thumbs down. If you were trying to decide on wether to buy this right now i would wait tell its on sell would be a decent game at 29.99 and i bet you there will be over 100$ of dlc do to the lack of content. Rome total war 2 imperitus is better, and i would stick to that for now. If you didnt like rome 2, u will not like this. You also dont get the great feeling playing any of the fractions yes being atila is fun but fighting the dieing roman empire just isnt as glorious as when i played rome 2 when it got the imperitus update and you could play as Julius and turn the republic into and empire. Just the thought of my being julius/or any of them and conquering titans like Crassus Sepius, and pompei had refreshed the game by itself. But being the nomadic huns gives and fighting an empire thats split and been in decline for awhile gives no feelings of glory the team just isnt that well put together and rome is in decline (as you can tell by their roster) and is the worst team to play due to massive rebelions and nomadic tried running through ur base razing/raiding and running. U will neve have a big enough army to stop the raiding.",x,0,0,0,0,0,0,0,0,0,0
Total War: WARHAMMER,"I dont feel like any positive review have tackled anything the negative reviews are saying, one of the major ones being this is a simple game. These are by elitists, who need to get off their high horse and go play a paradox game, that is a place for elitists and ♥♥♥♥♥ing about DLC(Paradox does actually kick ♥♥♥, if youre into grand strategy games and charts and graphs simulation) but this is total war, made for any player to walk into, learn how to build building, so you can go murder your enemies in large battle. This game does that really well, its not dumbed down, they have made it easier for anyone to walk in and figure out how to build large armies and murder others, however for returning total war fans you will notice a lack of reskins between the major factions(looking at you shogun) and it feels really good to watch my chosen run into battle with Archeon and slaughter the weak followers of Sigmar as they rightfully should be. This brings me to my next point, the DLC, we had the time to get it free, then they even extended that time to help ease our minds, so really if youre paying for it then it is your fault, but the dlc is amazing, Chaos Undivided is one of the best factions ever put into a total war game, with the spread of corruption, the horde mechanics, and the once again unique playstyle they bring, its worth it, full unit roster, id say even more fleshed out than some of the other factions, a quite literal horde of units to choose from with them, makes them worth every penny for all you hold outs who are looking at the negative reviews. So not only did they release it the DLC for FREEE, its ♥♥♥♥ing awesome, and worth it if youre on the fence.   The game is not perfect, this is true, i really wish i could play as the Brettonian vampires and not have them be exact look alikes of the vampire counts. Oh wait, i can. The modding community is great, almost every problem you might have, they have fixed, I have a burning hatred for the stunties, they are the true enemies of the Warhammer World, and now as the Vampire counts, I can conquer their citys and lead a dark crusade into their lands because I've decided the humans aren't all that bad, they actually helped me fight off chaos, and with a mod released day 1, you can conquer every city. I'm barely scratching the surface here, please go take a look for yourself, there are some small issues i have and they are covered in other reviews, i just wanted to adress the negatives from elitists, games is awesome, please check it out and support it, tell CA we want more of this, this is hard work and dedication and it shows, we want more DLC that is great, and adds actual content, we want modder support, and we want a good Total War game. Thank you CA for giving us that.",x,0,0,0,0,0,0,0,0,0,0
Transmissions: Element 120,"Any fan of the Half-Life series will enjoy this short, but sweet experience of a game.  The game is fairly short, but it has a lot of unique mechanics to share in a beautifully detailed world. And best of all, the game is absolutely free. If you have a half-hour to spare, definitely try this.",x,0,0,0,3,0,0,0,0,0,0
Trove,"If you like minecraft and mmorpg, then you'll like this game. I mean, free minecraft+ mmorpg? Hell yeah! This game has a smooth gameplay, big world map, cute 8-bit style, and FREEE~  But if you don't have the patience and is a fan of bootiful graphics then don't play this game. On the other hand, if your internet sucks and is too lazy to download a good game(that usually has 10gb+) then play this game its only like 208mb? Despite the bugs(thats not really annoying) and queue, this is a pretty free to play game :3",x,0,0,0,3,0,0,2,0,0,0
Trove,"February update turned the game upside down. I've been playing off and on, doing a challenge here and there, but won't be returning anymore. It was fun while it lasted, and for new players that want something to pass the time until they find something they like, this is worth a try. Gather some friends and figure out how to play. For a long-term game, however, there's really no end-game. You'll find yourself only logging in at the start of the hour to do challenges, or grinding dungeons.",x,0,0,0,0,0,2,0,2,0,0
Undertale,"Without Spoiling anything, this game does have lots of interesting characters, a Massive lore and so many cute and fun puns that every moment can be a hilarious encounter. The Gameplay is a mix of BullteHell and RPG.   +'s Memorable Characters GREAT SOUNDTRACK Fun Game Play Good story Multiple Endings",x,3,0,0,0,0,0,0,0,0,3
Undertale,Best game I've played in a loooooong time. The only sad thing about playing this game is that I wont be able to find a game that will make me feel quite like this one. Each ending takes about 5-6 hours.  Best  Game  Ever  : ^),x,0,0,0,0,0,0,0,0,0,3
Universal Combat CE,"I can totally understand the negative reviews - this is a hard game to like...in fact its a hard game period!  I had some crashing issues on first release on Steam but they seem to have been resolved now. The game itsself, looks pretty much like your typical space sim/shooter - but its much more than that.  Your are not some agile little FTL fighter - you are a battlecruiser / a capital ship / a mothership. If you scratch the surface you can micro manage just about everything onboard your ship...including sending agile little fighters out. I dont want to go into epic detail and make this review stupidly long, but suffice to say the learning curve is massive. I played this as a kid and i loved it! I still do - however i also loved hardcore Flight Simulators when i was a kid...and i think it is a similar kind of pleasure i get from this game.  Dont play this game because you want to shoot spaceships - play it because you want to spend a week learning to pilot a starship (and manage its crew!) ...then wage some war &gt;=)  Its free afterall! It'll only cost you time - but it will take you longer than a day before your playing like a Battlecruiser captain. FYI - You will probably have to go looking for your own fun too - there's a whole galaxy to explore, but no sign posts along the way ;)  Basically, IMO, Its a totally flawed masterpiece!",x,0,0,0,2,0,0,0,2,2,0
Viktor,"The TL;DR version: Mega Man had a cursed threeway on a full moon with Castlevania and Contra, and Viktor was the result.  Synopsis: 2D platformer/action shooter with great visuals, a kick-♥♥♥ soundtrack and better-than-expected mechanics, works beautifully with an XB360 or XBox One controller.  You shoot your way through selectable stages, each one being a different boss' realm. You can find new weapons, 2 of which can be equipped at a time along with your dual pistols, upgrade them between stages, as well as find certain passive power-ups like shields and active ones that add explosions to your shots, or provide unlimited ammo for a short while.  If you've ever wanted to basically play 2D version of Devil May Cry, this game is as close to one as you'll get.  Most negative reviews I've read have to do with performance and crash issues, none of which I've encountered during my playthrough, so I think it's safe to assume most of the major issues have been worked out. I played this on Windows 10 64-bit.",x,0,0,0,0,0,0,0,0,2,0
